idPartido,Temporada,Ronda,Local,Visitante,Evento,GolesLocal,GolesVisitante,VictoriaLocal,Empate,VictoriaVisitante,%_Victorias_Local,%_Empate,%_Victoria_Visitante,%_Equipo1_Ganado,%_Equipo2_Ganado,%_1_G_Temporada,%_1_G_Temporada_L,%_1_E_Temporada_L,%_1_P_Temporada_L,1_Media_G,1_Media_G_Local,1_Media_Goles_PP,1_ValorJugadores,1_MediaJugadores,%_2_G_Temporada,%_2_G_Temporada_L,%_2_E_Temporada_L,%_2_P_Temporada_L,2_Media_G,2_Media_G_Local,2_Media_Goles_PP,2_ValorJugadores,2_MediaJugadores
172,2022-01-01,Group stage,9,298,Allianz Stadium,3,1,1,0,0,66.67,0.0,33.33,66.67,33.33,0.0,0.0,0.0,100.0,0.0,0.0,1.2,402.19611848825326,15.469081480317433,20.0,33.33,0.0,66.67,0.2,0.33,1.2,382.7374872318692,19.13687436159346
173,2022-01-01,Group stage,153,15,Parken,0,0,0,1,0,66.67,0.0,33.33,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.2,356.12870275791624,14.24514811031665,66.67,100.0,0.0,0.0,0.67,1.0,2.67,891.9816138917262,38.781809299640265
174,2022-01-01,Group stage,298,9,Sammy Ofer Stadium,2,0,1,0,0,66.67,0.0,33.33,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,382.7374872318692,19.13687436159346,20.0,33.33,0.0,66.67,0.2,0.33,1.8,402.19611848825326,15.469081480317433
175,2022-01-01,Group stage,16,68,Celtic Park,0,2,0,0,1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,50.0,0.0,0.0,0.8,406.79264555669056,18.49057479803139,42.86,50.0,25.0,25.0,0.43,0.5,1.71,529.8774259448417,24.085337542947347
176,2022-01-01,Group stage,14,80,Signal Iduna Park,1,1,0,1,0,0.0,33.33,66.67,66.67,0.0,42.86,66.67,33.33,0.0,0.43,0.67,1.43,516.1899897854954,19.85346114559598,20.0,33.33,0.0,66.67,0.2,0.33,1.0,387.4361593462717,16.143173306094656
177,2022-01-01,Group stage,28,10,Parc des Princes,1,1,0,1,0,66.67,33.33,0.0,33.33,33.33,57.14,66.67,0.0,33.33,0.57,0.67,2.14,534.88253319714,25.470596818911428,66.67,60.0,20.0,20.0,0.67,0.6,2.78,675.6894790602655,28.15372829417773
178,2022-01-01,Group stage,2,11,Stadio Giuseppe Meazza,0,2,0,0,1,100.0,0.0,0.0,0.0,100.0,45.45,80.0,0.0,20.0,0.45,0.8,1.36,749.2339121552603,32.57538748501132,44.44,60.0,20.0,20.0,0.44,0.6,1.11,685.1889683350357,26.353421859039834
179,2022-01-01,Group stage,235,184,Stadion Maksimir,1,1,0,1,0,100.0,0.0,0.0,0.0,100.0,20.0,50.0,0.0,50.0,0.2,0.5,0.6,374.87231869254344,18.743615934627172,20.0,33.33,33.33,33.33,0.2,0.33,0.8,367.7221654749745,19.353798182893392
180,2022-01-01,Group stage,92,1,Stadion Miejski Legii Warszawa im. Marsz...,1,1,0,1,0,57.14,0.0,42.86,28.57,71.43,20.0,0.0,50.0,50.0,0.2,0.0,1.4,360.5209397344229,18.026046986721145,72.73,83.33,16.67,0.0,0.73,0.83,2.27,796.2717058222676,36.194168446466705
181,2022-01-01,Group stage,90,6,Stadio Diego Armando Maradona,4,2,1,0,0,0.0,0.0,100.0,100.0,0.0,66.67,75.0,25.0,0.0,0.67,0.75,2.44,666.802860061287,30.309220911876682,40.0,33.33,0.0,66.67,0.4,0.33,1.8,390.0919305413687,20.531154239019404
