Temporada,Ronda,Wk,Dia,Fecha,Hora,Local,Resultado,Visitante,Público,Evento,Árbitro,Reporte,Notas
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2008-2009,Group stage,6,Wed,2008-12-10,,Portopt,2–0,engArsenal,,Estádio do Dragão,Kyros Vassaras,Match Report,
2008-2009,,,,,,,,,,,,,
2008-2009,Round of 16,,Tue,2009-02-24,,Lyonfr,1–1,esBarcelona,,Stade de Gerland,Wolfgang Stark,Match Report,Leg 1 of 2
2008-2009,Round of 16,,Tue,2009-02-24,,Atlético Madrides,2–2,ptPorto,,Estadio Vicente Calderón,Howard Webb,Match Report,Leg 1 of 2
2008-2009,Round of 16,,Tue,2009-02-24,,Arsenaleng,1–0,itRoma,,Arsenal Stadium,Claus Bo Larsen,Match Report,Leg 1 of 2
2008-2009,Round of 16,,Tue,2009-02-24,,Interit,0–0,engManchester Utd,,Stadio Giuseppe Meazza,Medina Cantalejo,Match Report,Leg 1 of 2
2008-2009,Round of 16,,Wed,2009-02-25,,Chelseaeng,1–0,itJuventus,,Stamford Bridge,Olegário Benquerença,Match Report,Leg 1 of 2
2008-2009,Round of 16,,Wed,2009-02-25,,Sporting CPpt,0–5,deBayern Munich,,José Alvalade,Bertrand Layec,Match Report,Leg 1 of 2
2008-2009,Round of 16,,Wed,2009-02-25,,Villarreales,1–1,grPanathinaikos,,Estadio El Madrigal,Konrad Plautz,Match Report,Leg 1 of 2
2008-2009,Round of 16,,Wed,2009-02-25,,Real Madrides,0–1,engLiverpool,,Estadio Santiago Bernabéu,Roberto Rosetti,Match Report,Leg 1 of 2
2008-2009,Round of 16,,Tue,2009-03-10,,Juventusit,2–2,engChelsea,,Stadio Olimpico,Undiano Mallenco,Match Report,Leg 2 of 2; Chelsea won
2008-2009,Round of 16,,Tue,2009-03-10,,Bayern Munichde,7–1,ptSporting CP,,Fußball Arena München,Martin Hansson,Match Report,Leg 2 of 2; Bayern Munich won
2008-2009,Round of 16,,Tue,2009-03-10,,Liverpooleng,4–0,esReal Madrid,,Anfield,Frank de Bleeckere,Match Report,Leg 2 of 2; Liverpool won
2008-2009,Round of 16,,Tue,2009-03-10,,Panathinaikosgr,1–2,esVillarreal,,OAKA Spiros Louis,Massimo Busacca,Match Report,Leg 2 of 2; Villarreal won
2008-2009,Round of 16,,Wed,2009-03-11,,Barcelonaes,5–2,frLyon,,Camp Nou,Tom Henning Øvrebø,Match Report,Leg 2 of 2; Barcelona won
2008-2009,Round of 16,,Wed,2009-03-11,,Manchester Utdeng,2–0,itInter,,Old Trafford,Wolfgang Stark,Match Report,Leg 2 of 2; Manchester Utd won
2008-2009,Round of 16,,Wed,2009-03-11,,Romait,(6)1–0(7),engArsenal,,Stadio Olimpico,Mejuto González,Match Report,Leg 2 of 2; Arsenal won; Arsenal won on penalty kicks following extra time
2008-2009,Round of 16,,Wed,2009-03-11,,Portopt,0–0,esAtlético Madrid,,Estádio do Dragão,Pieter Vink,Match Report,Leg 2 of 2; Porto won
2008-2009,Quarter-finals,,Tue,2009-04-07,,Villarreales,1–1,engArsenal,,Estadio El Madrigal,Tom Henning Øvrebø,Match Report,Leg 1 of 2
2008-2009,Quarter-finals,,Tue,2009-04-07,,Manchester Utdeng,2–2,ptPorto,,Old Trafford,Konrad Plautz,Match Report,Leg 1 of 2
2008-2009,Quarter-finals,,Wed,2009-04-08,,Barcelonaes,4–0,deBayern Munich,,Camp Nou,Howard Webb,Match Report,Leg 1 of 2
2008-2009,Quarter-finals,,Wed,2009-04-08,,Liverpooleng,1–3,engChelsea,,Anfield,Claus Bo Larsen,Match Report,Leg 1 of 2
2008-2009,Quarter-finals,,Tue,2009-04-14,,Chelseaeng,4–4,engLiverpool,,Stamford Bridge,Medina Cantalejo,Match Report,Leg 2 of 2; Chelsea won
2008-2009,Quarter-finals,,Tue,2009-04-14,,Bayern Munichde,1–1,esBarcelona,,Fußball Arena München,Roberto Rosetti,Match Report,Leg 2 of 2; Barcelona won
2008-2009,Quarter-finals,,Wed,2009-04-15,,Portopt,0–1,engManchester Utd,,Estádio do Dragão,Massimo Busacca,Match Report,Leg 2 of 2; Manchester Utd won
2008-2009,Quarter-finals,,Wed,2009-04-15,,Arsenaleng,3–0,esVillarreal,,Arsenal Stadium,Wolfgang Stark,Match Report,Leg 2 of 2; Arsenal won
2008-2009,Semi-finals,,Tue,2009-04-28,,Barcelonaes,0–0,engChelsea,,Camp Nou,Wolfgang Stark,Match Report,Leg 1 of 2
2008-2009,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2008-2009,Semi-finals,,Wed,2009-04-29,,Manchester Utdeng,1–0,engArsenal,,Old Trafford,Claus Bo Larsen,Match Report,Leg 1 of 2
2008-2009,Semi-finals,,Tue,2009-05-05,,Arsenaleng,1–3,engManchester Utd,,Arsenal Stadium,Roberto Rosetti,Match Report,Leg 2 of 2; Manchester Utd won
2008-2009,Semi-finals,,Wed,2009-05-06,,Chelseaeng,1–1,esBarcelona,,Stamford Bridge,Tom Henning Øvrebø,Match Report,Leg 2 of 2; Barcelona won
2008-2009,Final,,Wed,2009-05-27,,Barcelonaes,2–0,engManchester Utd,,Stadio Olimpico (Neutral Site),Massimo Busacca,Match Report,
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2007-2008,Group stage,1,Tue,2007-09-18,,Olympiacosgr,1–1,itLazio,,Stadio Georgios Karaiskakis,Eric Braamhaar,Match Report,
2007-2008,Group stage,1,Tue,2007-09-18,,Marseillefr,2–0,trBeşiktaş,,Stade Vélodrome,Matteo Trefoloni,Match Report,
2007-2008,Group stage,1,Tue,2007-09-18,,Schalke 04de,0–1,esValencia,,Arena AufSchalke,Jan Wegereef,Match Report,
2007-2008,Group stage,1,Tue,2007-09-18,,Portopt,1–1,engLiverpool,,Estádio do Dragão,Ľuboš Michel,Match Report,
2007-2008,Group stage,1,Tue,2007-09-18,,Shakhtarua,2–0,sctCeltic,,RSC Olympiyskiy Stadium,Undiano Mallenco,Match Report,
2007-2008,Group stage,1,Tue,2007-09-18,,Chelseaeng,1–1,noRosenborg,,Stamford Bridge,Laurent Duhamel,Match Report,
2007-2008,Group stage,1,Tue,2007-09-18,,Milanit,2–1,ptBenfica,,Stadio Giuseppe Meazza,Mike Riley,Match Report,
2007-2008,Group stage,1,Tue,2007-09-18,,Real Madrides,2–1,deWerder Bremen,,Estadio Santiago Bernabéu,Howard Webb,Match Report,
2007-2008,Group stage,1,Wed,2007-09-19,,Romait,2–0,uaDynamo Kyiv,,Stadio Olimpico,Alain Hamer,Match Report,
2007-2008,Group stage,1,Wed,2007-09-19,,Sporting CPpt,0–1,engManchester Utd,,José Alvalade,Herbert Fandel,Match Report,
2007-2008,Group stage,1,Wed,2007-09-19,,PSV Eindhovennl,2–1,ruCSKA Moscow,,PSV Stadion,Pedro Proença,Match Report,
2007-2008,Group stage,1,Wed,2007-09-19,,Barcelonaes,3–0,frLyon,,Camp Nou,Massimo Busacca,Match Report,
2007-2008,Group stage,1,Wed,2007-09-19,,Arsenaleng,3–0,esSevilla,,Arsenal Stadium,Peter Fröjdfeldt,Match Report,
2007-2008,Group stage,1,Wed,2007-09-19,,Slavia Praguecz,2–1,roSteaua,,Evžena Rošického,Olegário Benquerença,Match Report,
2007-2008,Group stage,1,Wed,2007-09-19,,Fenerbahçetr,1–0,itInter,,Şükrü Saracoğlu,Medina Cantalejo,Match Report,
2007-2008,Group stage,1,Wed,2007-09-19,,Rangerssct,2–1,deStuttgart,,Ibrox Stadium,Stefano Farina,Match Report,
2007-2008,,,,,,,,,,,,,
2007-2008,Group stage,2,Tue,2007-10-02,,Sevillaes,4–2,czSlavia Prague,,Estadio Ramón Sánchez Pizjuán,Iouri Baskakov,Match Report,
2007-2008,Group stage,2,Tue,2007-10-02,,CSKA Moscowru,2–2,trFenerbahçe,,Stadion Lokomotiv,Knut Kircher,Match Report,
2007-2008,Group stage,2,Tue,2007-10-02,,Stuttgartde,0–2,esBarcelona,,VfB Arena,Martin Hansson,Match Report,
2007-2008,Group stage,2,Tue,2007-10-02,,Dynamo Kyivua,1–2,ptSporting CP,,Stadion Dynamo im. Valeriy Lobanovskiy,Bertrand Layec,Match Report,
2007-2008,Group stage,2,Tue,2007-10-02,,Interit,2–0,nlPSV Eindhoven,,Stadio Giuseppe Meazza,Kyros Vassaras,Match Report,
2007-2008,Group stage,2,Tue,2007-10-02,,Steauaro,0–1,engArsenal,,Stadionul Steaua,Terje Hauge,Match Report,
2007-2008,Group stage,2,Tue,2007-10-02,,Lyonfr,0–3,sctRangers,,Stade de Gerland,Tom Henning Øvrebø,Match Report,
2007-2008,Group stage,2,Tue,2007-10-02,,Manchester Utdeng,1–0,itRoma,,Old Trafford,Mejuto González,Match Report,
2007-2008,Group stage,2,Wed,2007-10-03,,Werder Bremende,1–3,grOlympiacos,,Weserstadion,Claus Bo Larsen,Match Report,
2007-2008,Group stage,2,Wed,2007-10-03,,Valenciaes,1–2,engChelsea,,Estadi de Mestalla,Roberto Rosetti,Match Report,
2007-2008,Group stage,2,Wed,2007-10-03,,Celticsct,2–1,itMilan,,Celtic Park,Markus Merk,Match Report,
2007-2008,Group stage,2,Wed,2007-10-03,,Lazioit,2–2,esReal Madrid,,Stadio Olimpico,Frank de Bleeckere,Match Report,
2007-2008,Group stage,2,Wed,2007-10-03,,Rosenborgno,0–2,deSchalke 04,,Lerkendal Stadion,Grzegorz Gilewski,Match Report,
2007-2008,Group stage,2,Wed,2007-10-03,,Benficapt,0–1,uaShakhtar,,Estádio do Sport Lisboa e Benfica,Wolfgang Stark,Match Report,
2007-2008,Group stage,2,Wed,2007-10-03,,Beşiktaştr,0–1,ptPorto,,BJK İnönü Stadyumu,Pieter Vink,Match Report,
2007-2008,Group stage,2,Wed,2007-10-03,,Liverpooleng,0–1,frMarseille,,Anfield,Konrad Plautz,Match Report,
2007-2008,,,,,,,,,,,,,
2007-2008,Group stage,3,Tue,2007-10-23,,Rangerssct,0–0,esBarcelona,,Ibrox Stadium,Konrad Plautz,Match Report,
2007-2008,Group stage,3,Tue,2007-10-23,,Sevillaes,2–1,roSteaua,,Estadio Ramón Sánchez Pizjuán,Roberto Rosetti,Match Report,
2007-2008,Group stage,3,Tue,2007-10-23,,PSV Eindhovennl,0–0,trFenerbahçe,,PSV Stadion,Howard Webb,Match Report,
2007-2008,Group stage,3,Tue,2007-10-23,,Romait,2–1,ptSporting CP,,Stadio Olimpico,Terje Hauge,Match Report,
2007-2008,Group stage,3,Tue,2007-10-23,,CSKA Moscowru,1–2,itInter,,Stadion Lokomotiv,Mike Riley,Match Report,
2007-2008,Group stage,3,Tue,2007-10-23,,Dynamo Kyivua,2–4,engManchester Utd,,Stadion Dynamo im. Valeriy Lobanovskiy,Viktor Kassai,Match Report,
2007-2008,Group stage,3,Tue,2007-10-23,,Stuttgartde,0–2,frLyon,,VfB Arena,Lucílio Batista,Match Report,
2007-2008,Group stage,3,Tue,2007-10-23,,Arsenaleng,7–0,czSlavia Prague,,Arsenal Stadium,Stefano Farina,Match Report,
2007-2008,Group stage,3,Wed,2007-10-24,,Milanit,4–1,uaShakhtar,,Stadio Giuseppe Meazza,Medina Cantalejo,Match Report,
2007-2008,Group stage,3,Wed,2007-10-24,,Benficapt,1–0,sctCeltic,,Estádio do Sport Lisboa e Benfica,Massimo Busacca,Match Report,
2007-2008,Group stage,3,Wed,2007-10-24,,Rosenborgno,2–0,esValencia,,Lerkendal Stadion,Craig Thomson,Match Report,
2007-2008,Group stage,3,Wed,2007-10-24,,Marseillefr,1–1,ptPorto,,Stade Vélodrome,Mejuto González,Match Report,
2007-2008,Group stage,3,Wed,2007-10-24,,Chelseaeng,2–0,deSchalke 04,,Stamford Bridge,Peter Fröjdfeldt,Match Report,
2007-2008,Group stage,3,Wed,2007-10-24,,Beşiktaştr,2–1,engLiverpool,,BJK İnönü Stadyumu,Claus Bo Larsen,Match Report,
2007-2008,Group stage,3,Wed,2007-10-24,,Real Madrides,4–2,grOlympiacos,,Estadio Santiago Bernabéu,Tom Henning Øvrebø,Match Report,
2007-2008,Group stage,3,Wed,2007-10-24,,Werder Bremende,2–1,itLazio,,Weserstadion,Olegário Benquerença,Match Report,
2007-2008,,,,,,,,,,,,,
2007-2008,Group stage,4,Tue,2007-11-06,,Lazioit,2–1,deWerder Bremen,,Stadio Olimpico,Ivan Bebek,Match Report,
2007-2008,Group stage,4,Tue,2007-11-06,,Olympiacosgr,0–0,esReal Madrid,,Stadio Georgios Karaiskakis,Ľuboš Michel,Match Report,
2007-2008,Group stage,4,Tue,2007-11-06,,Schalke 04de,0–0,engChelsea,,Arena AufSchalke,Massimo Busacca,Match Report,
2007-2008,Group stage,4,Tue,2007-11-06,,Portopt,2–1,frMarseille,,Estádio do Dragão,Wolfgang Stark,Match Report,
2007-2008,Group stage,4,Tue,2007-11-06,,Valenciaes,0–2,noRosenborg,,Estadi de Mestalla,Alon Yefet,Match Report,
2007-2008,Group stage,4,Tue,2007-11-06,,Shakhtarua,0–3,itMilan,,RSC Olympiyskiy Stadium,Pieter Vink,Match Report,
2007-2008,Group stage,4,Tue,2007-11-06,,Liverpooleng,8–0,trBeşiktaş,,Anfield,Markus Merk,Match Report,
2007-2008,Group stage,4,Tue,2007-11-06,,Celticsct,1–0,ptBenfica,,Celtic Park,Martin Hansson,Match Report,
2007-2008,Group stage,4,Wed,2007-11-07,,Manchester Utdeng,4–0,uaDynamo Kyiv,,Old Trafford,Jan Wegereef,Match Report,
2007-2008,Group stage,4,Wed,2007-11-07,,Interit,4–2,ruCSKA Moscow,,Stadio Giuseppe Meazza,Paul Allaerts,Match Report,
2007-2008,Group stage,4,Wed,2007-11-07,,Lyonfr,4–2,deStuttgart,,Stade de Gerland,Iouri Baskakov,Match Report,
2007-2008,Group stage,4,Wed,2007-11-07,,Fenerbahçetr,2–0,nlPSV Eindhoven,,Şükrü Saracoğlu,Alain Hamer,Match Report,
2007-2008,Group stage,4,Wed,2007-11-07,,Steauaro,0–2,esSevilla,,Stadionul Steaua,Herbert Fandel,Match Report,
2007-2008,Group stage,4,Wed,2007-11-07,,Slavia Praguecz,0–0,engArsenal,,Evžena Rošického,Bertrand Layec,Match Report,
2007-2008,Group stage,4,Wed,2007-11-07,,Sporting CPpt,2–2,itRoma,,José Alvalade,Frank de Bleeckere,Match Report,
2007-2008,Group stage,4,Wed,2007-11-07,,Barcelonaes,2–0,sctRangers,,Camp Nou,Eric Braamhaar,Match Report,
2007-2008,,,,,,,,,,,,,
2007-2008,Group stage,5,Tue,2007-11-27,,Manchester Utdeng,2–1,ptSporting CP,,Old Trafford,Claus Bo Larsen,Match Report,
2007-2008,Group stage,5,Tue,2007-11-27,,Stuttgartde,3–2,sctRangers,,VfB Arena,Darko Čeferin,Match Report,
2007-2008,Group stage,5,Tue,2007-11-27,,Interit,3–0,trFenerbahçe,,Stadio Giuseppe Meazza,Konrad Plautz,Match Report,
2007-2008,Group stage,5,Tue,2007-11-27,,CSKA Moscowru,0–1,nlPSV Eindhoven,,Stadion Lokomotiv,Mejuto González,Match Report,
2007-2008,Group stage,5,Tue,2007-11-27,,Lyonfr,2–2,esBarcelona,,Stade de Gerland,Stefano Farina,Match Report,
2007-2008,Group stage,5,Tue,2007-11-27,,Steauaro,1–1,czSlavia Prague,,Stadionul Steaua,Alain Hamer,Match Report,
2007-2008,Group stage,5,Tue,2007-11-27,,Dynamo Kyivua,1–4,itRoma,,Stadion Dynamo im. Valeriy Lobanovskiy,Wolfgang Stark,Match Report,
2007-2008,Group stage,5,Tue,2007-11-27,,Sevillaes,3–1,engArsenal,,Estadio Ramón Sánchez Pizjuán,Eric Braamhaar,Match Report,
2007-2008,Group stage,5,Wed,2007-11-28,,Celticsct,2–1,uaShakhtar,,Celtic Park,Bertrand Layec,Match Report,
2007-2008,Group stage,5,Wed,2007-11-28,,Lazioit,1–2,grOlympiacos,,Stadio Olimpico,Howard Webb,Match Report,
2007-2008,Group stage,5,Wed,2007-11-28,,Beşiktaştr,2–1,frMarseille,,BJK İnönü Stadyumu,Medina Cantalejo,Match Report,
2007-2008,Group stage,5,Wed,2007-11-28,,Rosenborgno,0–4,engChelsea,,Lerkendal Stadion,Olegário Benquerença,Match Report,
2007-2008,Group stage,5,Wed,2007-11-28,,Benficapt,1–1,itMilan,,Estádio do Sport Lisboa e Benfica,Herbert Fandel,Match Report,
2007-2008,Group stage,5,Wed,2007-11-28,,Valenciaes,0–0,deSchalke 04,,Estadi de Mestalla,Frank de Bleeckere,Match Report,
2007-2008,Group stage,5,Wed,2007-11-28,,Liverpooleng,4–1,ptPorto,,Anfield,Roberto Rosetti,Match Report,
2007-2008,Group stage,5,Wed,2007-11-28,,Werder Bremende,3–2,esReal Madrid,,Weserstadion,Pieter Vink,Match Report,
2007-2008,,,,,,,,,,,,,
2007-2008,Group stage,6,Tue,2007-12-04,,Milanit,1–0,sctCeltic,,Stadio Giuseppe Meazza,Tom Henning Øvrebø,Match Report,
2007-2008,Group stage,6,Tue,2007-12-04,,Shakhtarua,1–2,ptBenfica,,RSC Olympiyskiy Stadium,Kyros Vassaras,Match Report,
2007-2008,Group stage,6,Tue,2007-12-11,,Portopt,2–0,trBeşiktaş,,Estádio do Dragão,Peter Fröjdfeldt,Match Report,
2007-2008,Group stage,6,Tue,2007-12-11,,Chelseaeng,0–0,esValencia,,Stamford Bridge,Grzegorz Gilewski,Match Report,
2007-2008,Group stage,6,Tue,2007-12-11,,Schalke 04de,3–1,noRosenborg,,Arena AufSchalke,Mike Riley,Match Report,
2007-2008,Group stage,6,Tue,2007-12-11,,Olympiacosgr,3–0,deWerder Bremen,,Stadio Georgios Karaiskakis,Laurent Duhamel,Match Report,
2007-2008,Group stage,6,Tue,2007-12-11,,Marseillefr,0–4,engLiverpool,,Stade Vélodrome,Terje Hauge,Match Report,
2007-2008,Group stage,6,Tue,2007-12-11,,Real Madrides,3–1,itLazio,,Estadio Santiago Bernabéu,Massimo Busacca,Match Report,
2007-2008,Group stage,6,Wed,2007-12-12,,Fenerbahçetr,3–1,ruCSKA Moscow,,Şükrü Saracoğlu,Matteo Trefoloni,Match Report,
2007-2008,Group stage,6,Wed,2007-12-12,,PSV Eindhovennl,0–1,itInter,,PSV Stadion,Markus Merk,Match Report,
2007-2008,Group stage,6,Wed,2007-12-12,,Barcelonaes,3–1,deStuttgart,,Camp Nou,Stéphane Lannoy,Match Report,
2007-2008,Group stage,6,Wed,2007-12-12,,Slavia Praguecz,0–3,esSevilla,,Evžena Rošického,Viktor Kassai,Match Report,
2007-2008,Group stage,6,Wed,2007-12-12,,Rangerssct,0–3,frLyon,,Ibrox Stadium,Ľuboš Michel,Match Report,
2007-2008,Group stage,6,Wed,2007-12-12,,Sporting CPpt,3–0,uaDynamo Kyiv,,José Alvalade,Stuart Dougal,Match Report,
2007-2008,Group stage,6,Wed,2007-12-12,,Romait,1–1,engManchester Utd,,Stadio Olimpico,Martin Hansson,Match Report,
2007-2008,Group stage,6,Wed,2007-12-12,,Arsenaleng,2–1,roSteaua,,Arsenal Stadium,Iouri Baskakov,Match Report,
2007-2008,,,,,,,,,,,,,
2007-2008,Round of 16,,Tue,2008-02-19,,Liverpooleng,2–0,itInter,,Anfield,Frank de Bleeckere,Match Report,Leg 1 of 2
2007-2008,Round of 16,,Tue,2008-02-19,,Romait,2–1,esReal Madrid,,Stadio Olimpico,Herbert Fandel,Match Report,Leg 1 of 2
2007-2008,Round of 16,,Tue,2008-02-19,,Olympiacosgr,0–0,engChelsea,,Stadio Georgios Karaiskakis,Konrad Plautz,Match Report,Leg 1 of 2
2007-2008,Round of 16,,Tue,2008-02-19,,Schalke 04de,1–0,ptPorto,,Arena AufSchalke,Laurent Duhamel,Match Report,Leg 1 of 2
2007-2008,Round of 16,,Wed,2008-02-20,,Arsenaleng,0–0,itMilan,,Arsenal Stadium,Claus Bo Larsen,Match Report,Leg 1 of 2
2007-2008,Round of 16,,Wed,2008-02-20,,Fenerbahçetr,3–2,esSevilla,,Şükrü Saracoğlu,Florian Meyer,Match Report,Leg 1 of 2
2007-2008,Round of 16,,Wed,2008-02-20,,Lyonfr,1–1,engManchester Utd,,Stade de Gerland,Medina Cantalejo,Match Report,Leg 1 of 2
2007-2008,Round of 16,,Wed,2008-02-20,,Celticsct,2–3,esBarcelona,,Celtic Park,Peter Fröjdfeldt,Match Report,Leg 1 of 2
2007-2008,Round of 16,,Tue,2008-03-04,,Manchester Utdeng,1–0,frLyon,,Old Trafford,Roberto Rosetti,Match Report,Leg 2 of 2; Manchester Utd won
2007-2008,Round of 16,,Tue,2008-03-04,,Milanit,0–2,engArsenal,,Stadio Giuseppe Meazza,Konrad Plautz,Match Report,Leg 2 of 2; Arsenal won
2007-2008,Round of 16,,Tue,2008-03-04,,Barcelonaes,1–0,sctCeltic,,Camp Nou,Pieter Vink,Match Report,Leg 2 of 2; Barcelona won
2007-2008,Round of 16,,Tue,2008-03-04,,Sevillaes,(2)3–2(3),trFenerbahçe,,Estadio Ramón Sánchez Pizjuán,Massimo Busacca,Match Report,Leg 2 of 2; Fenerbahçe won; Fenerbahçe won on penalty kicks following extra time
2007-2008,Round of 16,,Wed,2008-03-05,,Real Madrides,1–2,itRoma,,Estadio Santiago Bernabéu,Kyros Vassaras,Match Report,Leg 2 of 2; Roma won
2007-2008,Round of 16,,Wed,2008-03-05,,Portopt,(1)1–0(4),deSchalke 04,,Estádio do Dragão,Howard Webb,Match Report,Leg 2 of 2; Schalke 04 won; Schalke 04 won on penalty kicks following extra time
2007-2008,Round of 16,,Wed,2008-03-05,,Chelseaeng,3–0,grOlympiacos,,Stamford Bridge,Mejuto González,Match Report,Leg 2 of 2; Chelsea won
2007-2008,Round of 16,,Tue,2008-03-11,,Interit,0–1,engLiverpool,,Stadio Giuseppe Meazza,Tom Henning Øvrebø,Match Report,Leg 2 of 2; Liverpool won
2007-2008,Quarter-finals,,Tue,2008-04-01,,Schalke 04de,0–1,esBarcelona,,Arena AufSchalke,Kyros Vassaras,Match Report,Leg 1 of 2
2007-2008,Quarter-finals,,Tue,2008-04-01,,Romait,0–2,engManchester Utd,,Stadio Olimpico,Frank de Bleeckere,Match Report,Leg 1 of 2
2007-2008,Quarter-finals,,Wed,2008-04-02,,Fenerbahçetr,2–1,engChelsea,,Şükrü Saracoğlu,Claus Bo Larsen,Match Report,Leg 1 of 2
2007-2008,Quarter-finals,,Wed,2008-04-02,,Arsenaleng,1–1,engLiverpool,,Arsenal Stadium,Pieter Vink,Match Report,Leg 1 of 2
2007-2008,Quarter-finals,,Tue,2008-04-08,,Liverpooleng,4–2,engArsenal,,Anfield,Peter Fröjdfeldt,Match Report,Leg 2 of 2; Liverpool won
2007-2008,Quarter-finals,,Tue,2008-04-08,,Chelseaeng,2–0,trFenerbahçe,,Stamford Bridge,Herbert Fandel,Match Report,Leg 2 of 2; Chelsea won
2007-2008,Quarter-finals,,Wed,2008-04-09,,Barcelonaes,1–0,deSchalke 04,,Camp Nou,Roberto Rosetti,Match Report,Leg 2 of 2; Barcelona won
2007-2008,Quarter-finals,,Wed,2008-04-09,,Manchester Utdeng,1–0,itRoma,,Old Trafford,Tom Henning Øvrebø,Match Report,Leg 2 of 2; Manchester Utd won
2007-2008,Semi-finals,,Tue,2008-04-22,,Liverpooleng,1–1,engChelsea,,Anfield,Konrad Plautz,Match Report,Leg 1 of 2
2007-2008,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2007-2008,Semi-finals,,Wed,2008-04-23,,Barcelonaes,0–0,engManchester Utd,,Camp Nou,Massimo Busacca,Match Report,Leg 1 of 2
2007-2008,Semi-finals,,Tue,2008-04-29,,Manchester Utdeng,1–0,esBarcelona,,Old Trafford,Herbert Fandel,Match Report,Leg 2 of 2; Manchester Utd won
2007-2008,Semi-finals,,Wed,2008-04-30,,Chelseaeng,3–2,engLiverpool,,Stamford Bridge,Roberto Rosetti,Match Report,Leg 2 of 2; Chelsea won; Required Extra Time
2007-2008,Final,,Wed,2008-05-21,,Manchester Utdeng,(6)1–1(5),engChelsea,,Stadion Luzhniki (Neutral Site),Ľuboš Michel,Match Report,Manchester Utd won on penalty kicks following extra time
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2006-2007,Group stage,1,Tue,2006-09-12,,Romait,4–0,uaShakhtar,,Stadio Olimpico,Bertrand Layec,Match Report,
2006-2007,Group stage,1,Tue,2006-09-12,,Olympiacosgr,2–4,esValencia,,Stadio Georgios Karaiskakis,Terje Hauge,Match Report,
2006-2007,Group stage,1,Tue,2006-09-12,,Sporting CPpt,1–0,itInter,,José Alvalade,Alain Hamer,Match Report,
2006-2007,Group stage,1,Tue,2006-09-12,,Barcelonaes,5–0,bgLevski Sofia,,Camp Nou,Konrad Plautz,Match Report,
2006-2007,Group stage,1,Tue,2006-09-12,,Galatasaraytr,0–0,frBordeaux,,Atatürk Olimpiyat Stadium,Roberto Rosetti,Match Report,
2006-2007,Group stage,1,Tue,2006-09-12,,PSV Eindhovennl,0–0,engLiverpool,,PSV Stadion,Massimo Busacca,Match Report,
2006-2007,Group stage,1,Tue,2006-09-12,,Bayern Munichde,4–0,ruSpartak Moscow,,Fußball Arena München,Undiano Mallenco,Match Report,
2006-2007,Group stage,1,Tue,2006-09-12,,Chelseaeng,2–0,deWerder Bremen,,Stamford Bridge,Kyros Vassaras,Match Report,
2006-2007,Group stage,1,Wed,2006-09-13,,Portopt,0–0,ruCSKA Moscow,,Estádio do Dragão,Tom Henning Øvrebø,Match Report,
2006-2007,Group stage,1,Wed,2006-09-13,,FC Copenhagendk,0–0,ptBenfica,,FC København Stadium,Iouri Baskakov,Match Report,
2006-2007,Group stage,1,Wed,2006-09-13,,Anderlechtbe,1–1,frLille,,Constant Vanden Stock Stadium,Stuart Dougal,Match Report,
2006-2007,Group stage,1,Wed,2006-09-13,,Hamburger SVde,1–2,engArsenal,,Hamburg Arena,Peter Fröjdfeldt,Match Report,
2006-2007,Group stage,1,Wed,2006-09-13,,Dynamo Kyivua,1–4,roSteaua,,NSK Olimpiyskyi,Paul Allaerts,Match Report,
2006-2007,Group stage,1,Wed,2006-09-13,,Lyonfr,2–0,esReal Madrid,,Stade de Gerland,Wolfgang Stark,Match Report,
2006-2007,Group stage,1,Wed,2006-09-13,,Manchester Utdeng,3–2,sctCeltic,,Old Trafford,Ľuboš Michel,Match Report,
2006-2007,Group stage,1,Wed,2006-09-13,,Milanit,3–0,grAEK Athens,,Stadio Giuseppe Meazza,Mike Riley,Match Report,
2006-2007,,,,,,,,,,,,,
2006-2007,Group stage,2,Tue,2006-09-26,,Steauaro,0–3,frLyon,,Stadionul Steaua,Howard Webb,Match Report,
2006-2007,Group stage,2,Tue,2006-09-26,,AEK Athensgr,1–1,beAnderlecht,,OAKA Spiros Louis,Claus Bo Larsen,Match Report,
2006-2007,Group stage,2,Tue,2006-09-26,,Real Madrides,5–1,uaDynamo Kyiv,,Estadio Santiago Bernabéu,Graham Poll,Match Report,
2006-2007,Group stage,2,Tue,2006-09-26,,Celticsct,1–0,dkFC Copenhagen,,Celtic Park,Florian Meyer,Match Report,
2006-2007,Group stage,2,Tue,2006-09-26,,Arsenaleng,2–0,ptPorto,,Arsenal Stadium,Stefano Farina,Match Report,
2006-2007,Group stage,2,Tue,2006-09-26,,CSKA Moscowru,1–0,deHamburger SV,,Stadion Lokomotiv,Jan Wegereef,Match Report,
2006-2007,Group stage,2,Tue,2006-09-26,,Benficapt,0–1,engManchester Utd,,Estádio do Sport Lisboa e Benfica,Frank de Bleeckere,Match Report,
